Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010],2017 [YR2017],[YR1970],[YR1980],[YR1990],[YR2000],[YR2010],[YR2017]
"Armed forces personnel, total",MS.MIL.TOTL.P1,New Zealand,NZL,..,..,11000,9200,9673,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Nicaragua,NIC,..,..,28000,16000,12000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Niger,NER,..,..,5000,10700,10700,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Nigeria,NGA,..,..,94000,106500,162000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Northern Mariana Islands,MNP,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Norway,NOR,..,..,51000,27000,24450,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Oman,OMN,..,..,32000,47900,47000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Pakistan,PAK,..,..,550000,900000,946000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Palau,PLW,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Panama,PAN,..,..,11000,11800,12000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Papua New Guinea,PNG,..,..,4000,4400,3100,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Paraguay,PRY,..,..,16000,35000,25450,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Peru,PER,..,..,125000,193000,192000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Philippines,PHL,..,..,109000,148500,165500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Poland,POL,..,..,313000,238800,121400,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Portugal,PRT,..,..,87000,90500,90334,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Puerto Rico,PRI,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Qatar,QAT,..,..,11000,12300,11800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Romania,ROU,..,..,126000,282900,153800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Russian Federation,RUS,..,..,..,1427100,1430000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Rwanda,RWA,..,..,6000,76000,35000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Samoa,WSM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,San Marino,SMR,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sao Tome and Principe,STP,..,..,1000,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Saudi Arabia,SAU,..,..,146000,217000,249000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Senegal,SEN,..,..,18000,15400,18620,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Serbia,SRB,..,..,180000,135700,29125,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Seychelles,SYC,..,..,..,500,650,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sierra Leone,SLE,..,..,5000,3800,10500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Singapore,SGP,..,..,56000,168500,147500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Slovak Republic,SVK,..,..,..,41200,15799,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Slovenia,SVN,..,..,..,13500,12100,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Solomon Islands,SLB,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Somalia,SOM,..,..,47000,50000,2000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,South Africa,ZAF,..,..,85000,71600,77153,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,South Sudan,SSD,..,..,..,..,140000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Spain,ESP,..,..,263000,241800,223216,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sri Lanka,LKA,..,..,22000,203600,223100,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,St. Kitts and Nevis,KNA,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,St. Lucia,LCA,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,St. Martin (French part),MAF,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sudan,SDN,..,..,65000,119500,126800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Suriname,SUR,..,..,4000,2000,1840,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sweden,SWE,..,..,65000,88300,21163,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Switzerland,CHE,..,..,22000,27700,25287,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Syrian Arab Republic,SYR,..,..,408000,424800,403000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Tajikistan,TJK,..,..,..,7200,16300,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Tanzania,TZA,..,..,40000,35400,28400,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Thailand,THA,..,..,283000,416600,419560,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Timor-Leste,TLS,..,..,..,..,1332,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Togo,TGO,..,..,8000,7800,9300,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Tonga,TON,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Trinidad and Tobago,TTO,..,..,2000,7500,4063,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Tunisia,TUN,..,..,35000,47000,47800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Turkey,TUR,..,..,769000,827700,612800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Turkmenistan,TKM,..,..,..,14500,22000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Turks and Caicos Islands,TCA,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Tuvalu,TUV,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Uganda,UGA,..,..,60000,50600,46800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Ukraine,UKR,..,..,..,420400,214825,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,United Arab Emirates,ARE,..,..,66000,66000,51000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,United Kingdom,GBR,..,..,308000,212500,174020,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,United States,USA,..,..,2180000,1454800,1569417,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Uruguay,URY,..,..,25000,24600,25439,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Uzbekistan,UZB,..,..,..,79100,87000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Vanuatu,VUT,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Venezuela, RB",VEN,..,..,75000,79000,115000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Vietnam,VNM,..,..,1050000,524000,522000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,West Bank and Gaza,PSE,..,..,..,..,56000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Yemen, Rep.",YEM,..,..,127000,136300,137900,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Zambia,ZMB,..,..,16000,23000,16500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Zimbabwe,ZWE,..,..,45000,61800,50800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Arab World,ARB,..,..,3340000,3200800,3598680,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Caribbean small states,CSS,..,..,14000,20700,14023,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Central Europe and the Baltics,CEB,..,..,662000,945000,488712,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Early-demographic dividend,EAR,..,..,6743000,10471200,10577580,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,East Asia & Pacific,EAS,..,..,8402000,9364600,8455299,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,East Asia & Pacific (excluding high income),EAP,..,..,6993000,7793600,7005442,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,5793000,6549600,5626442,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Euro area,EMU,..,..,2449000,1894300,1636093,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Europe & Central Asia,ECS,..,..,..,6585200,5242719,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Europe & Central Asia (excluding high income),ECA,..,..,..,3854700,3138967,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,4194500,3281967,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,European Union,EUU,..,..,3515000,3074500,2275127,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Fragile and conflict affected situations,FCS,..,..,2761000,2723500,3139180,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Heavily indebted poor countries (HIPC),HPC,..,..,1020000,1816000,1486138,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,High income,HIC,..,..,7687000,6659300,6028166,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,IBRD only,IBD,..,..,12453000,17259600,16335409,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,IDA & IBRD total,IBT,..,..,15265000,21968500,20988738,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,IDA blend,IDB,..,..,778000,1246500,1340685,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,IDA only,IDX,..,..,2034000,3462400,3312644,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,IDA total,IDA,..,..,2812000,4708900,4653329,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Late-demographic dividend,LTE,..,..,7793000,10592700,9562730,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Latin America & Caribbean,LCN,..,..,1587000,2095000,2444776,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Latin America & Caribbean (excluding high income),LAC,..,..,1369000,1828300,2193523,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,1290000,2006700,2367806,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Least developed countries: UN classification,LDC,..,..,1667000,3087500,2941176,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Low & middle income,LMY,..,..,16231000,22693800,22105805,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Low income,LIC,..,..,2600000,3468800,3438221,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Lower middle income,LMC,..,..,4999000,7851800,8374674,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Middle East & North Africa,MEA,..,..,3843000,3946200,4198687,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Middle East & North Africa (excluding high income),MNA,..,..,3381000,3378900,3611150,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,3381000,3378900,3555150,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Middle income,MIC,..,..,13631000,19225000,18667584,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,North America,NAC,..,..,2267000,1523300,1635117,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Not classified,INX,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,OECD members,OED,..,..,7796000,6471500,5923497,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Other small states,OSS,..,..,..,129500,135461,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Pacific island small states,PSS,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Post-demographic dividend,PST,..,..,6725000,5889500,5253651,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Pre-demographic dividend,PRE,..,..,2286000,2003000,2433010,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Small states,SST,..,..,96000,153700,152984,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,South Asia,SAS,..,..,2028000,4113600,4480192,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,South Asia (IDA & IBRD),TSA,..,..,2028000,4113600,4480192,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sub-Saharan Africa,SSF,..,..,1256000,1725200,1677181,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sub-Saharan Africa (excluding high income),SSA,..,..,1256000,1724700,1676531,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,1256000,1725200,1677181,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Upper middle income,UMC,..,..,8632000,11373200,10292910,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,World,WLD,..,..,23918000,29353100,28133971,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Afghanistan,AFG,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Albania,ALB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Algeria,DZA,..,6000000,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,American Samoa,ASM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Andorra,AND,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Angola,AGO,..,0,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Antigua and Barbuda,ATG,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Argentina,ARG,0,1000000,6000000,2000000,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armenia,ARM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Aruba,ABW,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Australia,AUS,17000000,15000000,158000000,..,115000000,97000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Austria,AUT,1000000,54000000,30000000,24000000,48000000,22000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Azerbaijan,AZE,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Bahamas, The",BHS,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bahrain,BHR,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bangladesh,BGD,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Barbados,BRB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Belarus,BLR,..,..,..,293000000,159000000,23000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Belgium,BEL,..,1000000,1000000,26000000,9000000,12000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Belize,BLZ,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Benin,BEN,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bermuda,BMU,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bhutan,BTN,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bolivia,BOL,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Botswana,BWA,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Brazil,BRA,..,156000000,96000000,..,151000000,45000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,British Virgin Islands,VGB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Brunei Darussalam,BRN,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Bulgaria,BGR,..,..,6000000,2000000,4000000,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Burkina Faso,BFA,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Burundi,BDI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cabo Verde,CPV,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cambodia,KHM,..,..,..,1000000,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cameroon,CMR,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Canada,CAN,196000000,161000000,101000000,74000000,244000000,87000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cayman Islands,CYM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Central African Republic,CAF,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Chad,TCD,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Channel Islands,CHI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Chile,CHL,..,0,..,1000000,..,0,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,China,CHN,893000000,949000000,941000000,302000000,1479000000,1131000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Colombia,COL,..,..,..,..,..,10000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Comoros,COM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Congo, Rep.",COG,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Costa Rica,CRI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cote d'Ivoire,CIV,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Croatia,HRV,..,..,..,2000000,..,3000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cuba,CUB,..,8000000,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Curacao,CUW,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Cyprus,CYP,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Czech Republic,CZE,..,..,..,81000000,5000000,110000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Denmark,DNK,..,18000000,72000000,20000000,8000000,12000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Djibouti,DJI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Dominica,DMA,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Dominican Republic,DOM,..,..,..,..,..,4000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Ecuador,ECU,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Egypt, Arab Rep.",EGY,39000000,29000000,20000000,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,El Salvador,SLV,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Equatorial Guinea,GNQ,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Eritrea,ERI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Estonia,EST,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Eswatini,SWZ,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Ethiopia,ETH,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Faroe Islands,FRO,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Fiji,FJI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Finland,FIN,2000000,..,..,12000000,60000000,58000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,France,FRA,1692000000,3842000000,1712000000,1113000000,897000000,2162000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,French Polynesia,PYF,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Gabon,GAB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Gambia, The",GMB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Georgia,GEO,..,..,..,69000000,..,7000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Germany,DEU,1434000000,1596000000,1816000000,1610000000,2725000000,1653000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Ghana,GHA,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Gibraltar,GIB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Greece,GRC,..,..,..,2000000,..,30000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Greenland,GRL,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Grenada,GRD,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Guam,GUM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Guatemala,GTM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Guinea,GIN,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Guinea-Bissau,GNB,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Guyana,GUY,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Haiti,HTI,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Honduras,HND,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Hungary,HUN,..,4000000,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Iceland,ISL,..,0,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,India,IND,..,..,3000000,21000000,5000000,56000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Indonesia,IDN,12000000,4000000,..,..,..,102000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,"Iran, Islamic Rep.",IRN,23000000,0,0,0,45000000,10000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Iraq,IRQ,..,28000000,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Ireland,IRL,..,9000000,..,..,25000000,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Isle of Man,IMN,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Israel,ISR,13000000,279000000,85000000,404000000,655000000,1263000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Italy,ITA,280000000,1168000000,206000000,208000000,537000000,660000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Jamaica,JAM,..,..,..,..,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Japan,JPN,..,167000000,30000000,..,..,2000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Jordan,JOR,..,..,..,..,117000000,77000000,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Kazakhstan,KAZ,..,..,..,19000000,..,..,,,,,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Kenya,KEN,..,..,..,..,..,..,,,,,,
